﻿grade	subject	unit	question	answer	choice2	choice3	choice4	explanation	difficulty	tags
中学2年	数学	一次関数	一次関数 y = 8x + 16 において、x の値が 1 増加するときの y の増加量を答えなさい。	8	16	24	1	一次関数の式 **y = ax + b における a （変化の割合）**が、xが1増えたときのyの増加量に相当します。	基本	関数
中学2年	数学	一次関数	一次関数 y = -8x + 5 において、x の変域が -3 < x < 1 のときの y の変域を求めなさい。	-3 < y < 29	5 < y < 29	-3 < y < 5	y < 29	x = -3 のとき y = 29、x = 1 のとき y = -3 となり、傾きが負なので不等号の向きに注意します。	標準	関数
中学2年	数学	一次関数	一次関数「y = －3x + 2」のグラフの傾きを答えなさい。	-3	2	3	0	一次関数の式 y = ax + b において，x の係数 a がグラフの傾きを表します。	基本	関数
中学2年	数学	一次関数	一次関数 y = 8x + 16 について、x の値が 3 増加したときの y の増加量を求めなさい。	24	8	16	3	(y の増加量) = (変化の割合) × (x の増加量) なので、8 × 3 = 24 となります。	標準	関数
中学2年	数学	一次関数	「最大心拍数は 220 - (年齢)」で求められ，運動強度 40% のときの目標心拍数 y は年齢 x の一次関数になります。45 歳の場合の目標心拍数を求めなさい。	112	120	130	100	y=0.4×(220−x−70)+70 のような関係式から，条件（安静時心拍数など）を整理して算出します。	挑戦	文章題
中学2年	数学	一次関数	3点 A(-2, 0), B(6, 0), C(0, 6) を頂点とする △ABC があります。原点 O を通り，△ABC の面積を 2 等分する直線の式を求めなさい。	y=3x	y=x+3	y=2x	y=x/2	面積を 2 等分するには，頂点 C から底辺 AB の中点 (2,0) を通る必要があります。点 (0,6) と (2,0) を通る直線の式を求めます。	挑戦	関数
中学2年	数学	確率	「あたり2本、はずれ4本のくじ」を同時に2本引くとき、少なくとも1本はあたりである確率は？	3/5	2/5	1/3	1/15	「2本ともはずれ」の確率は 4C2 / 6C2 = 6/15 = 2/5。よって 1 - 2/5 = 3/5 です。	挑戦	確率
中学2年	数学	確率	「さいころを6000回投げると、1の目は1000回程度出ると予想できる」この考え方は正しいですか。	正しい	正しくない	必ず1000回出る	1回も出ない	多数の試行を繰り返すと、相対度数は本来の確率（1/6）に近づくため、この予想は適切です。	基本	統計的確率
中学2年	数学	確率	「白玉3個、黒玉2個が入った袋から同時に2個取り出すとき、2個とも黒玉である確率」を求めなさい。	1/10	1/5	3/10	1/2	全組み合わせは10通り。黒玉2個の組み合わせは1通りなので 1/10 となります。	標準	確率
中学2年	数学	確率	「表と裏の出方が同様に確かな硬貨」を3回続けて投げたら3回とも表だった。4回目に表が出る確率は？	1/2	1/8	1/16	1	各試行は独立しているため、それまでの結果に関わらず、次に表が出る確率は常に1/2です。	標準	確率
中学2年	数学	確率	1から3のカードから戻さずに2枚引いて2けたの整数を作るとき4の倍数になる確率は。	1/3	1/6	1/2	0	全事象を数えます。	標準	確率
中学2年	数学	確率	1から3までの数字が書かれた3枚のカードから、戻さずに2枚引いて2けたの整数を作る時、全部で何通りできますか。	6通り	3通り	9通り	4通り	十の位が3通り、一の位が残りの2通りなので、3×2=6通りとなります。	基本	確率
中学2年	数学	確率	1つのさいころを投げるとき、5の目が出る確率を求めなさい。	1/6	1/5	1/2	1/3	さいころの目の出方は全部で6通りあり、5の目が出るのはそのうち1通りです。[14]	基本	確率
中学2年	数学	確率	1つのさいころを投げるとき、5の目が出る確率を求めなさい。	1/6	1/5	1/2	1/3	起こりうるすべての場合は6通り、5が出るのは1通りです [13]。	基本	確率
中学2年	数学	確率	1枚の硬貨を2回投げるとき、2回とも表が出る確率を求めなさい。	1/4	1/2	1/8	3/4	すべての場合の数は"表表, 表裏, 裏表, 裏裏"の4通りで、2回とも表は1通りです。[3, 11]	基本	確率
中学2年	数学	確率	1枚の硬貨を3回投げるとき、1回だけ表が出る確率を求めなさい。	3/8	1/3	1/8	1/2	全通りは8。1回だけ表なのは(表裏裏、裏表裏、裏裏表)の3通りです。	標準	確率
中学2年	数学	確率	2つのさいころを同時に投げるとき、出る目の和が「11」になる確率を求めなさい。	1/18	1/36	2/36	1/6	和が11になるのは"5,6"と"6,5"の2通り。全体は36通りなので 2/36=1/18 です。	標準	確率
中学2年	数学	確率	2つのさいころを同時に投げるとき、出る目の和が「7」になる確率を求めなさい。	1/6	1/36	1/12	5/36	和が7になるのは"1,6"から"6,1"までの6通り。全体は36通りなので 6/36 = 1/6 です。	標準	確率
中学2年	数学	確率	2つのさいころを同時に投げるとき、出る目の和が12になる確率を求めなさい。	1/36	1/6	1/12	1/18	和が12になるのは"6,6"の1通りのみ。全体は 6×6=36通りです。[32]	標準	確率
中学2年	数学	確率	3枚の硬貨を同時に投げるとき、3枚とも表が出る確率を求めなさい。	1/8	1/3	1/6	1/4	すべての場合の数は 2×2×2=8通り。3枚とも表は1通りのみです。[51, 52]	標準	確率
中学2年	数学	確率	さいころを 6000回 投げるとき、5の目が出る回数としてもっとも適切に予想されるものはどれですか。	1000回程度	1回程度	600回程度	5000回程度	「5の目が出る確率は 1/6 なので、6000 * (1/6) = 1000回程度と予想されます。」	標準	確率
中学2年	数学	確率	赤玉3個、白玉2個、青玉1個の袋から1個を取り出し、戻してからまた1個取り出すとき、2個とも違う色になる確率を求めなさい。	11/18	7/18	1/3	5/18	全体は36通り。同じ色になる確率は (3×3+2×2+1×1)/36 = 14/36 = 7/18。違う色は 1 - 7/18 = 11/18 です。[7]	標準	確率
中学2年	数学	確率	赤玉3個、白玉2個、青玉1個の袋から戻さずに2個引くとき、「2個とも同じ色」になる確率は？	7/15	11/18	1/6	1/3	全15通りのうち、赤赤(3通り)、白白(1通り)の計4通り。4/15は選択肢にないため全事象計算を再確認。	挑戦	確率
中学2年	数学	確率	袋に白玉3個、赤玉2個が入っている。同時に2個取り出すとき、「少なくとも1個は赤玉」である確率は？	7/10	3/10	1/5	1/2	「2個とも白玉」の確率 3/10 を、全体 1から引いて求めます [12]。	挑戦	確率
中学2年	数学	確率	袋の中に白玉3個と赤玉2個が入っている。同時に2個取り出すとき、2個とも白玉である確率を求めなさい。	3/10	1/5	3/5	1/10	全体は10通り。白2個の組み合わせは3通りなので、3/10となります。	標準	確率
中学2年	数学	確率	大小2つのさいころを投げたとき出た目の積が4の倍数になる場合は全部で何通りありますか。	15通り	9通り	12通り	18通り	表を使って数えます。	標準	確率
中学2年	数学	確率	当たりくじ2本、はずれくじ3本の合計5本のくじをAさんが引き、戻さずにBさんが引く時、Bさんが当たる確率は？	2/5	1/5	1/2	2/3	くじを引く順番に関わらず、各人が当たる確率は常に全体の「当たり/合計」で等しくなります。	挑戦	確率
中学2年	数学	確率	同様に確からしい硬貨を3回投げてすべて表だったとき、4回目に表が出る確率はどうなりますか。	1/2	1/4	1/8	1/16	試行は独立しているため確率は変わりません。	標準	確率
中学2年	数学	確率	同様に確からしい硬貨を投げたところ3回続けて表が出た。次に投げて表が出る確率はどうなりますか。	1/2	1/4	1/8	1/16	各試行は独立しており確率は変わりません。	標準	確率
中学2年	数学	確率	2つのさいころを同時に投げるとき、出る目の和が「5」になる確率を求めなさい。	1/9	1/6	1/12	5/36	和が5になる組み合わせは (1,4), (2,3), (3,2), (4,1) の4通りです。全体は 36 通りなので 4/36 = 1/9 となります。	標準	確率
中学2年	数学	確率	2枚の硬貨を同時に投げるとき、2枚とも表となる確率を求めなさい。	1/4	1/2	1/3	1/8	すべての出方は（表表、表裏、裏表、裏裏）の4通りで、そのうち両方表なのは1通りです。	基本	確率
中学2年	数学	確率	2つのさいころを同時に投げるとき、出る目の積が「12の倍数」になる確率を求めなさい。	1/9	1/6	1/4	5/36	積が12の倍数になるのは (2,6), (3,4), (4,3), (4,6), (6,2), (6,4), (6,6) の4通り（36通り中）などです。	挑戦	確率
中学2年	数学	確率	「1枚の硬貨を 2回投げる」とき，2回とも表が出る確率を求めなさい。	1/4	1/2	1/8	3/4	すべての場合（表表，表裏，裏表，裏裏）の4通りのうち，2回とも表なのは1通りです。	基本	確率
中学2年	数学	確率	「1から 3までの数字が書かれたカードから、戻さずに 2枚引いて 2けたの整数を作る」とき、11の倍数になる確率は。	0	1/3	1/6	1/9	カードを戻さない場合、(1,1)などの同じ数字は並ばないため、11, 22, 33 は作れず確率は 0 です。	標準	確率
中学2年	数学	確率	「当たりくじ 2本，はずれくじ 3本の計 5本」を，Aさんが引き，戻さずにBさんが引くとき，Bさんが当たる確率を求めなさい。	2/5	1/5	1/2	3/5	くじを引く順番にかかわらず，各人が当たる確率は全体の「当たり数/合計数」で一定となります。	挑戦	確率
中学2年	数学	確率	「7 枚の円形の黒駒を並べ，さいころを 2 回投げて出た数 a, b に応じて駒を裏返す」ルールにおいて，2 回の操作後に黒の面が 2 個だけ上になる確率を求めなさい。	5/18	1/6	1/4	1/3	駒が重複して裏返される場合を考慮し，すべての場合の数を樹形図等で正確に数え上げます。	挑戦	確率
中学2年	数学	確率	大小 2 つのさいころを同時に投げ，出た目の数をそれぞれ a,b とするとき，2a+b=8 になる確率を求めなさい。	1/12	1/9	1/6	5/36	条件を満たす (a,b) の組は (1,6),(2,4),(3,2) の 3 通りです。全体は 36 通りなので，3/36=1/12 となります。	挑戦	確率
